Year,DNO_Code,DNO_Name,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference
2021,EPN,Eastern,HV Generation Site Specific no RP charge,"989, 991",0,-5.769,-0.189,-0.027,9.39,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2022,EPN,Eastern,Domestic Aggregated with Residual,1,"0, 1, 2",16.433,0.719,0.11,19.71,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Domestic Aggregated (Related MPAN),2,2,16.433,0.719,0.11,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated No Residual,199,"0, 3, 4, 5-8",12.347,0.54,0.083,4.06,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated Band 1,201,"0, 3, 4, 5-8",12.347,0.54,0.083,6.58,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated Band 2,202,"0, 3, 4, 5-8",12.347,0.54,0.083,19.33,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated Band 3,203,"0, 3, 4, 5-8",12.347,0.54,0.083,41.87,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated Band 4,204,"0, 3, 4, 5-8",12.347,0.54,0.083,114.66,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Non-Domestic Aggregated (related MPAN),200,4,12.347,0.54,0.083,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Site Specific No Residual,70,0,8.801,0.379,0.056,11.31,3.78,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Site Specific Band 1,71,0,8.801,0.379,0.056,221.91,3.78,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Site Specific Band 2,72,0,8.801,0.379,0.056,366.16,3.78,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Site Specific Band 3,73,0,8.801,0.379,0.056,590.79,3.78,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Site Specific Band 4,74,0,8.801,0.379,0.056,1300.99,3.78,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Site Specific No Residual,80,0,5.699,0.237,0.033,8.35,5.9,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Site Specific Band 1,81,0,5.699,0.237,0.033,218.95,5.9,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Site Specific Band 2,82,0,5.699,0.237,0.033,363.21,5.9,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Site Specific Band 3,83,0,5.699,0.237,0.033,587.84,5.9,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Site Specific Band 4,84,0,5.699,0.237,0.033,1298.04,5.9,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Site Specific No Residual,90,0,4.922,0.202,0.026,112.2,4.44,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Site Specific Band 1,91,0,4.922,0.202,0.026,927.98,4.44,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Site Specific Band 2,92,0,4.922,0.202,0.026,4718.77,4.44,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Site Specific Band 3,93,0,4.922,0.202,0.026,4126.33,4.44,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Site Specific Band 4,94,0,4.922,0.202,0.026,10464.97,4.44,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,Unmetered Supplies,"350, 351, 352, 353, 354 ","0, 1 or 8",39.917,1.906,1.387,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Generation Aggregated,932,0,-9.224,-0.404,-0.062,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Generation Aggregated,,0,-8.206,-0.356,-0.054,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Generation Site Specific,980,0,-9.224,-0.404,-0.062,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Generation Site Specific no RP charge,981,0,-9.224,-0.404,-0.062,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Generation Site Specific,984,0,-8.206,-0.356,-0.054,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,LV Sub Generation Site Specific no RP charge,985,0,-8.206,-0.356,-0.054,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Generation Site Specific,988,0,-5.66,-0.235,-0.032,9.49,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2022,EPN,Eastern,HV Generation Site Specific no RP charge,989,0,-5.66,-0.235,-0.032,9.49,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2022-v1-6.xlsx,2022 v1
2023,EPN,Eastern,Domestic Aggregated with Residual,1,"0, 1, 2",15.755,0.622,0.192,10.98,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Domestic Aggregated (Related MPAN),2,2,15.755,0.622,0.192,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated No Residual,199,"0, 3, 4, 5-8",11.797,0.466,0.144,4.41,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated Band 1,201,"0, 3, 4, 5-8",11.797,0.466,0.144,6.01,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated Band 2,202,"0, 3, 4, 5-8",11.797,0.466,0.144,14.11,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated Band 3,203,"0, 3, 4, 5-8",11.797,0.466,0.144,28.43,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated Band 4,204,"0, 3, 4, 5-8",11.797,0.466,0.144,74.68,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Non-Domestic Aggregated (related MPAN),200,4,11.797,0.466,0.144,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Site Specific No Residual,70,0,8.934,0.342,0.103,14.14,3.71,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Site Specific Band 1,71,0,8.934,0.342,0.103,133.24,3.71,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Site Specific Band 2,72,0,8.934,0.342,0.103,214.83,3.71,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Site Specific Band 3,73,0,8.934,0.342,0.103,341.87,3.71,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Site Specific Band 4,74,0,8.934,0.342,0.103,743.52,3.71,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Site Specific No Residual,80,0,5.953,0.213,0.061,11.03,5.61,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Site Specific Band 1,81,0,5.953,0.213,0.061,130.13,5.61,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Site Specific Band 2,82,0,5.953,0.213,0.061,211.71,5.61,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Site Specific Band 3,83,0,5.953,0.213,0.061,338.75,5.61,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Site Specific Band 4,84,0,5.953,0.213,0.061,740.41,5.61,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Site Specific No Residual,90,0,4.902,0.169,0.045,138.06,4.25,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Site Specific Band 1,91,0,4.902,0.169,0.045,627.33,4.25,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Site Specific Band 2,92,0,4.902,0.169,0.045,2900.87,4.25,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Site Specific Band 3,93,0,4.902,0.169,0.045,2545.55,4.25,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Site Specific Band 4,94,0,4.902,0.169,0.045,6347.19,4.25,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,Unmetered Supplies,"350, 351, 352, 353, 354 ","0, 1 or 8",40.196,1.713,1.408,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Generation Aggregated,932,0,-9.154,-0.362,-0.112,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Generation Aggregated,,0,-8.025,-0.311,-0.095,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Generation Site Specific,980,0,-9.154,-0.362,-0.112,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Generation Site Specific no RP charge,981,0,-9.154,-0.362,-0.112,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Generation Site Specific,984,0,-8.025,-0.311,-0.095,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,LV Sub Generation Site Specific no RP charge,985,0,-8.025,-0.311,-0.095,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Generation Site Specific,988,0,-5.504,-0.195,-0.055,10.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2023,EPN,Eastern,HV Generation Site Specific no RP charge,989,0,-5.504,-0.195,-0.055,10.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2023-v1-5.xlsx,2023 v1
2024,EPN,Eastern,Domestic Aggregated or CT with Residual,1,"0, 1, 2",17.48,0.656,0.224,20.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Domestic Aggregated (Related MPAN),2,2,17.48,0.656,0.224,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated or CT No Residual,199,"0, 3, 4, 5-8",11.894,0.446,0.152,6.1,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated or CT Band 1,201,"0, 3, 4, 5-8",11.894,0.446,0.152,11.78,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated or CT Band 2,202,"0, 3, 4, 5-8",11.894,0.446,0.152,37.16,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated or CT Band 3,203,"0, 3, 4, 5-8",11.894,0.446,0.152,78.22,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated or CT Band 4,204,"0, 3, 4, 5-8",11.894,0.446,0.152,229.77,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Non-Domestic Aggregated (related MPAN),200,4,11.894,0.446,0.152,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Site Specific No Residual,70,0,9.862,0.358,0.12,18.94,4.34,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Site Specific Band 1,71,0,9.862,0.358,0.12,439.77,4.34,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Site Specific Band 2,72,0,9.862,0.358,0.12,728.02,4.34,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Site Specific Band 3,73,0,9.862,0.358,0.12,1176.88,4.34,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Site Specific Band 4,74,0,9.862,0.358,0.12,2596.04,4.34,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Site Specific No Residual,80,0,6.35,0.215,0.069,16.01,6.32,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Site Specific Band 1,81,0,6.35,0.215,0.069,436.84,6.32,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Site Specific Band 2,82,0,6.35,0.215,0.069,725.09,6.32,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Site Specific Band 3,83,0,6.35,0.215,0.069,1173.95,6.32,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Site Specific Band 4,84,0,6.35,0.215,0.069,2593.11,6.32,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Site Specific No Residual,90,0,5.569,0.181,0.054,180.95,4.86,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Site Specific Band 1,91,0,5.569,0.181,0.054,1874.44,4.86,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Site Specific Band 2,92,0,5.569,0.181,0.054,9743.87,4.86,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Site Specific Band 3,93,0,5.569,0.181,0.054,8514.0,4.86,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Site Specific Band 4,94,0,5.569,0.181,0.054,21672.59,4.86,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,Unmetered Supplies,"350, 351, 352, 353, 354 ","0, 1 or 8",46.082,3.234,2.919,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Generation Aggregated,932,0,-10.397,-0.39,-0.133,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Generation Aggregated,,0,-8.979,-0.33,-0.111,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Generation Site Specific,980,0,-10.397,-0.39,-0.133,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Generation Site Specific no RP charge,981,0,-10.397,-0.39,-0.133,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Generation Site Specific,984,0,-8.979,-0.33,-0.111,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,LV Sub Generation Site Specific no RP charge,985,0,-8.979,-0.33,-0.111,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Generation Site Specific,988,0,-6.173,-0.207,-0.065,13.66,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2024,EPN,Eastern,HV Generation Site Specific no RP charge,989,0,-6.173,-0.207,-0.065,13.66,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2024-v1-5.xlsx,2024 v1
2025,EPN,Eastern,Domestic Aggregated or CT with Residual,1,"0, 1, 2",20.274,0.719,0.324,7.55,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Domestic Aggregated (Related MPAN),2,2,20.274,0.719,0.324,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated or CT No Residual,199,"0, 3, 4, 5-8",16.045,0.569,0.256,7.85,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated or CT Band 1,"201, N01","0, 3, 4, 5-8",16.045,0.569,0.256,8.03,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated or CT Band 2,"202, N02","0, 3, 4, 5-8",16.045,0.569,0.256,8.35,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated or CT Band 3,"203, N03","0, 3, 4, 5-8",16.045,0.569,0.256,8.95,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated or CT Band 4,"204, N04","0, 3, 4, 5-8",16.045,0.569,0.256,10.92,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Non-Domestic Aggregated (related MPAN),200,4,16.045,0.569,0.256,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Site Specific No Residual,70,0,11.069,0.373,0.167,17.65,8.1,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Site Specific Band 1,71,0,11.069,0.373,0.167,23.9,8.1,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Site Specific Band 2,72,0,11.069,0.373,0.167,27.82,8.1,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Site Specific Band 3,73,0,11.069,0.373,0.167,34.57,8.1,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Site Specific Band 4,74,0,11.069,0.373,0.167,54.18,8.1,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Sub Site Specific No Residual,80,0,7.007,0.213,0.093,14.26,8.24,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Sub Site Specific Band 1,81,0,7.007,0.213,0.093,20.5,8.24,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Sub Site Specific Band 2,82,0,7.007,0.213,0.093,24.43,8.24,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Sub Site Specific Band 3,83,0,7.007,0.213,0.093,31.17,8.24,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,LV Sub Site Specific Band 4,84,0,7.007,0.213,0.093,50.78,8.24,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,HV Site Specific No Residual,90,0,5.995,0.172,0.074,155.77,7.41,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,HV Site Specific Band 1,91,0,5.995,0.172,0.074,195.43,7.41,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,HV Site Specific Band 2,92,0,5.995,0.172,0.074,255.42,7.41,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,HV Site Specific Band 3,93,0,5.995,0.172,0.074,314.93,7.41,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,HV Site Specific Band 4,94,0,5.995,0.172,0.074,575.46,7.41,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
2025,EPN,Eastern,Unmetered Supplies,"350, 351, 352, 353, 354 ","0, 1 or 8",49.915,2.366,2.018,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2025-v1-3.xlsx,2025 v1
